Strat1,Strat2,Strat3,Bin_Min,IVAR,Bin_Max,DV,ObsName,Q,ObsCat
0,0,0,0.25,0.25,0.25,0.558203690004745,"CObs","05%" 
0,0,0,0.5,0.5,0.5,0.556531061732274,"CObs","05%" 
0,0,0,1,1,1,0.538496197482362,"CObs","05%" 
0,0,0,2,2,2,0.484528986565968,"CObs","05%" 
0,0,0,4,4,4,0.419904131144941,"CObs","05%" 
0,0,0,6,6,6,0.343872322259958,"CObs","05%" 
0,0,0,8,8,8,0.284028640393445,"CObs","05%" 
0,0,0,12,12,12,0.200409296390503,"CObs","05%" 
0,0,0,23.9,23.9,23.9,0.108609220387273,"CObs","05%" 
0,0,0,36,36,36,0.273610624298954,"CObs","05%" 
0,0,0,47.9,47.9,47.9,0.154654150848662,"CObs","05%" 
0,0,0,0.25,0.25,0.25,1.05874894703054,"CObs","50%" 
0,0,0,0.5,0.5,0.5,1.01483867015059,"CObs","50%" 
0,0,0,1,1,1,0.948091662646733,"CObs","50%" 
0,0,0,2,2,2,0.828201281504299,"CObs","50%" 
0,0,0,4,4,4,0.642128113027198,"CObs","50%" 
0,0,0,6,6,6,0.516430684497174,"CObs","50%" 
0,0,0,8,8,8,0.430543413333069,"CObs","50%" 
0,0,0,12,12,12,0.330666062003174,"CObs","50%" 
0,0,0,23.9,23.9,23.9,0.215350282999682,"CObs","50%" 
0,0,0,36,36,36,0.491397144571927,"CObs","50%" 
0,0,0,47.9,47.9,47.9,0.342593419929206,"CObs","50%" 
0,0,0,0.25,0.25,0.25,1.9318163317787,"CObs","95%" 
0,0,0,0.5,0.5,0.5,1.82133773544876,"CObs","95%" 
0,0,0,1,1,1,1.6165981445597,"CObs","95%" 
0,0,0,2,2,2,1.3023161136703,"CObs","95%" 
0,0,0,4,4,4,0.926208482229081,"CObs","95%" 
0,0,0,6,6,6,0.7224851291955,"CObs","95%" 
0,0,0,8,8,8,0.603968151632371,"CObs","95%" 
0,0,0,12,12,12,0.476253030709749,"CObs","95%" 
0,0,0,23.9,23.9,23.9,0.338681211760345,"CObs","95%" 
0,0,0,36,36,36,0.751137344915002,"CObs","95%" 
0,0,0,47.9,47.9,47.9,0.577465079066261,"CObs","95%" 
