    1              -9.691788
    2             -10.777029
    3             -11.089584
    4             -13.415866
    5             -10.727451
    6              -7.554394
    7              -8.625340
    8              -8.958639
    9             -15.161107
   10              -5.338249
   11             -11.234426
   12             -15.844372
   13             -14.034992
   14             -13.345025
   15             -11.868530
   16             -10.457775
   17              -6.950350
   18             -11.277152
   19             -10.571329
   20             -11.114705
   21             -10.903848
   22             -10.564018
   23              -7.434882
   24              -9.719888
   25              -7.167951
   26              -8.296320
   27             -14.750187
   28             -13.089391
   29              -1.179486
   30              -7.085806
   31             -15.586514
   32              -8.449148
   33             -14.151310
   34              -7.155499
   35              -6.734645
   36              -9.898006
   37             -14.058784
   38              -1.502952
   39              -7.207404
   40             -10.453113
   41             -10.030675
   42              -9.047582
   43              -9.575586
   44             -13.391517
   45             -12.985305
   46              -4.680353
   47             -11.087584
   48              -5.846277
   49             -13.369812
   50              -9.000249
   51              -8.218707
   52              -9.107079
   53              -7.512152
   54              -3.300475
   55              -6.817339
   56             -11.075249
   57             -11.001596
   58              -4.427437
   59              -9.956583
   60              -1.922387
   61             -13.583772
   62             -10.937814
   63             -15.603572
   64             -14.234008
   65              -8.999853
   66             -11.682373
   67              -9.657538
   68              -6.250414
   69             -16.367265
   70              -9.296432
   71              -8.738887
   72             -10.315582
   73             -11.673439
   74             -11.824693
   75             -10.798820
   76             -15.413283
   77              -6.561226
   78             -10.632521
   79             -14.778494
   80             -14.653209
   81             -11.322601
   82              -9.615280
   83              -9.708548
   84              -8.373964
   85             -13.442068
   86             -10.421708
   87              -6.204432
   88             -11.853234
   89             -11.632018
   90              -6.197474
   91              -9.315553
   92             -15.576152
   93             -11.119602
   94              -8.527380
   95             -10.214378
   96              -8.917606
   97             -10.232339
   98             -10.328194
   99             -12.293175
  100             -13.444034
 totlaplace, sumllbysub =   -1016.5241353452609       -1016.5241353452611     
