#Scenario,Var Name,tvV,tvCl,tvV2,tvCl2,stdev0,nV-nV,nCl-nV,nCl-nCl
WorkFlow,tvV,10.767245,0.5405893,-1.7611747,0.1493454,0.0035296122,0.0062266917,0,-0.0023565258
WorkFlow,tvCl,0.5405893,0.086993655,-2.2139349,0.012034386,0.00016901855,8.1147652e-05,0,-0.0035094979
WorkFlow,tvV2,-1.7611747,-2.2139349,96.143652,-0.18136311,0.0064578871,-0.0030486071,0,0.14509828
WorkFlow,tvCl2,0.1493454,0.012034386,-0.18136311,0.049091364,8.5235713e-05,-0.00087200361,0,-0.00094725606
WorkFlow,stdev0,0.0035296122,0.00016901855,0.0064578871,8.5235713e-05,1.2770979e-05,-1.9357933e-06,0,7.7088068e-06
WorkFlow,nV-nV,0.0062266917,8.1147652e-05,-0.0030486071,-0.00087200361,-1.9357933e-06,0.00028091544,0,0.00016328948
WorkFlow,nCl-nV,0,0,0,0,0,0,0,0
WorkFlow,nCl-nCl,-0.0023565258,-0.0035094979,0.14509828,-0.00094725606,7.7088068e-06,0.00016328948,0,0.00056594841
